# Usage of the SMARTS in these files is allowed only adhering to the CC-BY-ND license in this directory
SMARTS,trivialname,group
S1NC2C(CC1)CCC2,"1,3,4,4a,5,6,7,7a-octahydrocyclopenta[c]thiazine",cyclic
S1CC2C(CC1)CCC2,"1,3,4,4a,5,6,7,7a-octahydrocyclopenta[c]thiopyran",cyclic
S1NCC2C(C1)CCC2,"1,3,4,4a,5,6,7,7a-octahydrocyclopenta[d]thiazine",cyclic
O1NC2C(NCC2)CC1,"1,3,4,4a,5,6,7,7a-octahydropyrrolo[3,2-c]oxazine",cyclic
O1NC2C(NC1)CNC2,"1,3,4,4a,5,6,7,7a-octahydropyrrolo[3,4-c][1,2,5]oxadiazine",cyclic
O1NC2C(CNC2)CC1,"1,3,4,4a,5,6,7,7a-octahydropyrrolo[3,4-c]oxazine",cyclic
O1CC2N(CCC1)CCC2,"1,3,4,5,7,8,9,9a-octahydropyrrolo[2,1-c][1,4]oxazepine",cyclic
S1CC2N(CCC1)CCC2,"1,3,4,5,7,8,9,9a-octahydropyrrolo[2,1-c][1,4]thiazepine",cyclic
O1CNNNC1,"1,3,4,5-oxatriazinane",cyclic
O1CN2N(CC1)CCC2,"1,3,4,6,7,8-hexahydropyrazolo[1,2-c][1,3,4]oxadiazine",cyclic
S1CN2N(CC1)CCC2,"1,3,4,6,7,8-hexahydropyrazolo[1,2-c][1,3,4]thiadiazine",cyclic
O1CNNCNC1,"1,3,4,6-oxatriazepane",cyclic
O1CNNCCC1,"1,3,4-oxadiazepane",cyclic
o1cnnccc1,"1,3,4-oxadiazepine",cyclic
O1CNNCC1,"1,3,4-oxadiazinane",cyclic
o1cnnc1,"1,3,4-oxadiazole",cyclic
O1CNNC1,"1,3,4-oxadiazolidine",cyclic
P1PCOC1,"1,3,4-oxadiphospholane",cyclic
P=1P=COC1,"1,3,4-oxadiphosphole",cyclic
P=1N=COC1,"1,3,4-oxazaphosphole",cyclic
P1NCOC1,"1,3,4-oxazaphospholidine",cyclic
S1CNNCCC1,"1,3,4-thiadiazepane",cyclic
s1cnnccc1,"1,3,4-thiadiazepine",cyclic
S1CNNCC1,"1,3,4-thiadiazinane",cyclic
s1cnnc1,"1,3,4-thiadiazole",cyclic
S1CNNC1,"1,3,4-thiadiazolidine",cyclic
S1CPPC1,"1,3,4-thiadiphospholane",cyclic
S1C=PP=C1,"1,3,4-thiadiphosphole",cyclic
[S+]1=CP=PC1,"1,3,4-thiadiphosphole",cyclic
[S+]=1C=PPC1,"1,3,4-thiadiphosphole",cyclic
S1C=PN=C1,"1,3,4-thiazaphosphole",cyclic
[S+]1=CN=PC1,"1,3,4-thiazaphosphole",cyclic
[S+]=1C=PNC1,"1,3,4-thiazaphosphole",cyclic
S1CPNC1,"1,3,4-thiazaphospholidine",cyclic
N12C(NNC1)C2,"1,3,4-triazabicyclo[3.1.0]hexane",cyclic
S1POCCNC1,"1,3,5,2-oxathiazaphosphepane",cyclic
P1OCOCO1,"1,3,5,2-trioxaphosphinane",cyclic
S1CN2C(C1)CNC2,"1,3,5,6,7,7a-hexahydroimidazo[1,5-c][1,3]thiazole",cyclic
O1CN2C(C1)CCC2,"1,3,5,6,7,7a-hexahydropyrrolo[1,2-c][1,3]oxazole",cyclic
S1CN2C(C1)CCC2,"1,3,5,6,7,7a-hexahydropyrrolo[1,2-c][1,3]thiazole",cyclic
S1CN2N(C1)CCCC2,"1,3,5,6,7,8-hexahydro-[1,3,4]thiadiazolo[3,4-a]pyridazine",cyclic
P1CPCNCNC1,"1,3,5,7-diazadiphosphocane",cyclic
O1CNCNCNC1,"1,3,5,7-oxatriazocane",cyclic
P1CPCPCPC1,"1,3,5,7-tetraphosphocane",cyclic
N1CNCNCNC1,"1,3,5,7-tetrazocane",cyclic
n1cncncnc1,"1,3,5,7-tetrazocine",cyclic
N1CNCNCCNC1,"1,3,5,7-tetrazonane",cyclic
P1CNCNCNC1,"1,3,5,7-triazaphosphocane",cyclic
P1CPCNC1,"1,3,5-azadiphosphinane",cyclic
P1CNCNC1,"1,3,5-diazaphosphinane",cyclic
P1COCOC1,"1,3,5-dioxaphosphinane",cyclic
O1CNCNCC1,"1,3,5-oxadiazepane",cyclic
o1cncncc1,"1,3,5-oxadiazepine",cyclic
O1CNCNC1,"1,3,5-oxadiazinane",cyclic
P1CPCOC1,"1,3,5-oxadiphosphinane",cyclic
P1COCNC1,"1,3,5-oxazaphosphinane",cyclic
S1CNCNCC1,"1,3,5-thiadiazepane",cyclic
s1cncncc1,"1,3,5-thiadiazepine",cyclic
S1CNCNC1,"1,3,5-thiadiazinane",cyclic
S1CNCNCCC1,"1,3,5-thiadiazocane",cyclic
S1CPCPC1,"1,3,5-thiadiphosphinane",cyclic
N12N(C1)CNC2,"1,3,5-triazabicyclo[3.1.0]hexane",cyclic
N12C(NCNC1)C2,"1,3,5-triazabicyclo[4.1.0]heptane",cyclic
N1CNCCNC1,"1,3,5-triazepane",cyclic
N1CNCNC1,"1,3,5-triazinane",cyclic
n1cncnc1,"1,3,5-triazine",cyclic
N1CNCCCNC1,"1,3,5-triazocane",cyclic
N1CNCCCCNC1,"1,3,5-triazonane",cyclic
P1CPCPC1,"1,3,5-triphosphinane",cyclic
S1CSCSC1,"1,3,5-trithiane",cyclic
S1C=COPOC=C1,"1,3,6,2-dioxathiaphosphocine",cyclic
P1OCCNCCO1,"1,3,6,2-dioxazaphosphocane",cyclic
P1CNCPCC1,"1,3,6-azadiphosphepane",cyclic
O1CNCCNC1,"1,3,6-oxadiazepane",cyclic
o1cnccnc1,"1,3,6-oxadiazepine",cyclic
O1CNCCNCC1,"1,3,6-oxadiazocane",cyclic
S1CNCCNC1,"1,3,6-thiadiazepane",cyclic
s1cnccnc1,"1,3,6-thiadiazepine",cyclic
N12NC1CNC2,"1,3,6-triazabicyclo[3.1.0]hexane",cyclic
N1CNCCNCC1,"1,3,6-triazocane",cyclic
n1cnccncc1,"1,3,6-triazocine",cyclic
N1CNCCCNCC1,"1,3,6-triazonane",cyclic
P1CPCCCPCC1,"1,3,6-triphosphonane",cyclic
P1CNCPCCC1,"1,3,7-azadiphosphocane",cyclic
O1CNCCCNC1,"1,3,7-oxadiazocane",cyclic
O1CNCCCNCC1,"1,3,7-oxadiazonane",cyclic
S1CNCCCNC1,"1,3,7-thiadiazocane",cyclic
S1CNCCCCNC1,"1,3,8-thiadiazonane",cyclic
P=1C=NC1,"1,3-azaphosphete",cyclic
P1CNC1,"1,3-azaphosphetidine",cyclic
P1CNCCC1,"1,3-azaphosphinane",cyclic
P1CNCC1,"1,3-azaphospholidine",cyclic
N12C(C2)CNC1,"1,3-diazabicyclo[3.1.0]hexane",cyclic
N12C(CNC1)CC2,"1,3-diazabicyclo[3.2.0]heptane",cyclic
N12C(CC2)CCNC1,"1,3-diazabicyclo[4.2.0]octane",cyclic
N12C(CC2)CCCNC1,"1,3-diazabicyclo[5.2.0]nonane",cyclic
N1CNCCCC1,"1,3-diazepane",cyclic
N1C=NC=CC=C1,"1,3-diazepine",cyclic
N1CNC1,"1,3-diazetidine",cyclic
N1CNCCC1,"1,3-diazinane",cyclic
N1CNCCCCC1,"1,3-diazocane",cyclic
n1cnccccc1,"1,3-diazocine",cyclic
N1CNCCCCCC1,"1,3-diazonane",cyclic
O1CCOC1,"1,3-dioxolane",cyclic
P1CPC1,"1,3-diphosphetane",cyclic
P=1C=PC1,"1,3-diphosphete",cyclic
P1CPCCC1,"1,3-diphosphinane",cyclic
P1CPCC1,"1,3-diphospholane",cyclic
P1CPCCCCCC1,"1,3-diphosphonane",cyclic
S1CCCSC1,"1,3-dithiane",cyclic
P1COC1,"1,3-oxaphosphetane",cyclic
P1COCCC1,"1,3-oxaphosphinane",cyclic
P1C=[O+]C=C1,"1,3-oxaphosphol-3-ium",cyclic
P1COCC1,"1,3-oxaphospholane",cyclic
O1CNCCCC1,"1,3-oxazepane",cyclic
o1cncccc1,"1,3-oxazepine",cyclic
O1CNC1,"1,3-oxazetidine",cyclic
O1CNCCC1,"1,3-oxazinane",cyclic
O1CNCCCCC1,"1,3-oxazocane",cyclic
O1CNCC1,"1,3-oxazolidine",cyclic
O1CNCCCCCC1,"1,3-oxazonane",cyclic
o1cncccccc1,"1,3-oxazonine",cyclic
O1CSCC1,"1,3-oxothiolane",cyclic
S1CPC1,"1,3-thiaphosphetane",cyclic
S1CPCC1,"1,3-thiaphospholane",cyclic
S1C=PC=C1,"1,3-thiaphosphole",cyclic
[S+]1=CC=PC1,"1,3-thiaphosphole",cyclic
[S+]=1C=PCC1,"1,3-thiaphosphole",cyclic
S1CNCCCC1,"1,3-thiazepane",cyclic
s1cncccc1,"1,3-thiazepine",cyclic
S1CNC1,"1,3-thiazetidine",cyclic
S1CNCCC1,"1,3-thiazinane",cyclic
S1CNCCCCC1,"1,3-thiazocane",cyclic
S1CNCC1,"1,3-thiazolidine",cyclic
S1CNCCCCCC1,"1,3-thiazonane",cyclic
s1cncccccc1,"1,3-thiazonine",cyclic
P=1OC=CON1,"1,4,2,3-dioxazaphosphinine",cyclic
P1NCCPCNC1,"1,4,2,6-diazadiphosphocane",cyclic
P1NCCNC1,"1,4,2-diazaphosphinane",cyclic
P1NCNC1,"1,4,2-diazaphospholidine",cyclic
P1OCCCOC1,"1,4,2-dioxaphosphepane",cyclic
P1OCCOC1,"1,4,2-dioxaphosphinane",cyclic
P1OCOC1,"1,4,2-dioxaphospholane",cyclic
P=1OCOC1,"1,4,2-dioxaphosphole",cyclic
S1PCSCC1,"1,4,2-dithiaphosphinane",cyclic
P1OCCCNC1,"1,4,2-oxazaphosphepane",cyclic
P1OCCNC1,"1,4,2-oxazaphosphinane",cyclic
P=1OC=NC1,"1,4,2-oxazaphosphole",cyclic
P1OCNC1,"1,4,2-oxazaphospholidine",cyclic
P1C=NNCC1,"1,4,5,6-tetrahydro-1,2,4-diazaphosphinine",cyclic
P1=NCCCN1,"1,4,5,6-tetrahydro-1,3,2-diazaphosphinine",cyclic
P1CN=CNC1,"1,4,5,6-tetrahydro-1,3,5-diazaphosphinine",cyclic
P=1NCCCC1,"1,4,5,6-tetrahydroazaphosphinine",cyclic
P=1PCCCC1,"1,4,5,6-tetrahydrodiphosphinine",cyclic
O1CCNNCC1,"1,4,5-oxadiazepane",cyclic
o1ccnncc1,"1,4,5-oxadiazepine",cyclic
O1CCNNCCC1,"1,4,5-oxadiazocane",cyclic
O1CCNNCCCC1,"1,4,5-oxadiazonane",cyclic
S1CCNNCC1,"1,4,5-thiadiazepane",cyclic
s1ccnncc1,"1,4,5-thiadiazepine",cyclic
S1CCNNCCCC1,"1,4,5-thiadiazonane",cyclic
O1CCNCNCC1,"1,4,6-oxadiazocane",cyclic
o1ccncnccc1,"1,4,6-oxadiazonine",cyclic
P1CCNCCNCC1,"1,4,7-diazaphosphonane",cyclic
S1CCSCCPCC1,"1,4,7-dithiaphosphonane",cyclic
O1CCNCCNCC1,"1,4,7-oxadiazonane",cyclic
S1CCNCCNCC1,"1,4,7-thiadiazonane",cyclic
N1CCNCCNCC1,"1,4,7-triazonane",cyclic
P1CCPCCPCC1,"1,4,7-triphosphonane",cyclic
P1CCNCCC1,"1,4-azaphosphepane",cyclic
P1CCNCC1,"1,4-azaphosphinane",cyclic
N12C(NCC2)C1,"1,4-diazabicyclo[3.1.0]hexane",cyclic
N12C(NCC1)CC2,"1,4-diazabicyclo[3.2.0]heptane",cyclic
N12C(C1)CNCC2,"1,4-diazabicyclo[4.1.0]heptane",cyclic
N12C(CNCC1)CC2,"1,4-diazabicyclo[4.2.0]octane",cyclic
N12C(C1)CCNCC2,"1,4-diazabicyclo[5.1.0]octane",cyclic
N12C(CC2)CCNCC1,"1,4-diazabicyclo[5.2.0]nonane",cyclic
N1CCNCCC1,"1,4-diazepane",cyclic
N1C=CC=NC=C1,"1,4-diazepine",cyclic
N1CCNCCCC1,"1,4-diazocane",cyclic
n1ccncccc1,"1,4-diazocine",cyclic
N1CCNCCCCC1,"1,4-diazonane",cyclic
P1C=CNC=C1,"1,4-dihydro-1,4-azaphosphinine",cyclic
P1C=CPC=C1,"1,4-dihydro-1,4-diphosphinine",cyclic
P=1PCC1,"1,4-dihydrodiphosphete",cyclic
n1ncc2ncnc12,"1,4-dihydroimidazo[4,5-c]pyrazole",cyclic
P1C=CCC=C1,"1,4-dihydrophosphinine",cyclic
n1ncc2nncc12,"1,4-dihydropyrazolo[4,3-c]pyrazole",cyclic
n1c2nccc2nc1,"1,4-dihydropyrrolo[2,3-d]imidazole",cyclic
n1c2c(ncc2)cc1,"1,4-dihydropyrrolo[3,2-b]pyrrole",cyclic
n1ncc2nccc12,"1,4-dihydropyrrolo[3,2-c]pyrazole",cyclic
P1=PC=CCP1,"1,4-dihydrotriphosphinine",cyclic
P1=PCC=CP1,"1,4-dihydrotriphosphinine",cyclic
P=1PPCC=C1,"1,4-dihydrotriphosphinine",cyclic
O1CCOCC1,"1,4-dioxane",cyclic
O1C=COC=C1,"1,4-dioxine",cyclic
P1CCPCC1,"1,4-diphosphinane",cyclic
S1CCSCC1,"1,4-dithiane",cyclic
P1CCOCC1,"1,4-oxaphosphinane",cyclic
O1CCNCCC1,"1,4-oxazepane",cyclic
o1ccnccc1,"1,4-oxazepine",cyclic
O1CCNCCCC1,"1,4-oxazocane",cyclic
O1CCNCCCCC1,"1,4-oxazonane",cyclic
o1ccnccccc1,"1,4-oxazonine",cyclic
S1CCPCC1,"1,4-thiaphosphinane",cyclic
S1CCNCCC1,"1,4-thiazepane",cyclic
S1C=CC=NC=C1,"1,4-thiazepine",cyclic
S1CCNCCCC1,"1,4-thiazocane",cyclic
S1CCNCCCCC1,"1,4-thiazonane",cyclic
s1ccnccccc1,"1,4-thiazonine",cyclic
P1OCCPOCC1,"1,5,2,6-dioxadiphosphocane",cyclic
P1OCOCC1,"1,5,2-dioxaphosphinane",cyclic
P1CNCPCNC1,"1,5,3,7-diazadiphosphocane",cyclic
o1cccnnccc1,"1,5,6-oxadiazonine",cyclic
S1CCCNNCCC1,"1,5,6-thiadiazonane",cyclic
n12nc1nccc2,"1,5,7-triazabicyclo[4.1.0]hepta-2,4,6-triene",cyclic
N12N(C1)CCC2,"1,5-diazabicyclo[3.1.0]hexane",cyclic
N12N(CC1)CCC2,"1,5-diazabicyclo[3.2.0]heptane",cyclic
n12c(nccc2)c1,"1,5-diazabicyclo[4.1.0]hepta-2,4,6-triene",cyclic
N12C(NCCC2)C1,"1,5-diazabicyclo[4.1.0]heptane",cyclic
N12C(NCCC2)CC1,"1,5-diazabicyclo[4.2.0]octane",cyclic
N12C(CNCCC2)CC1,"1,5-diazabicyclo[5.2.0]nonane",cyclic
N1CCCNCCC1,"1,5-diazocane",cyclic
n1cccnccc1,"1,5-diazocine",cyclic
N1CCCNCCCC1,"1,5-diazonane",cyclic
n1c2c(cnc2)cc1,"1,5-dihydropyrrolo[3,4-b]pyrrole",cyclic
n1ncc2c1cnc2,"1,5-dihydropyrrolo[3,4-c]pyrazole",cyclic
n1c2c(nc1)cnc2,"1,5-dihydropyrrolo[3,4-d]imidazole",cyclic
n1nc2c(n1)cnc2,"1,5-dihydropyrrolo[3,4-d]triazole",cyclic
P1CCCPCCC1,"1,5-diphosphocane",cyclic
P1CCCPCCCC1,"1,5-diphosphonane",cyclic
O1CCCNCCC1,"1,5-oxazocane",cyclic
O1CCCNCCCC1,"1,5-oxazonane",cyclic
o1cccncccc1,"1,5-oxazonine",cyclic
S1CCCPCCC1,"1,5-thiaphosphocane",cyclic
S1CCCNCCC1,"1,5-thiazocane",cyclic
S1CCCNCCCC1,"1,5-thiazonane",cyclic
s1cccncccc1,"1,5-thiazonine",cyclic
P1OCOCCC1,"1,6,2-dioxaphosphepane",cyclic
N12NC1CCC2,"1,6-diazabicyclo[3.1.0]hexane",cyclic
N12C(NC1)CCC2,"1,6-diazabicyclo[3.2.0]heptane",cyclic
N12N(C1)CCCC2,"1,6-diazabicyclo[4.1.0]heptane",cyclic
N12N(CC1)CCCC2,"1,6-diazabicyclo[4.2.0]octane",cyclic
N12C(NCCCC2)C1,"1,6-diazabicyclo[5.1.0]octane",cyclic
N12C(NCCCC2)CC1,"1,6-diazabicyclo[5.2.0]nonane",cyclic
P1NCC=C=C1,"1,6-dihydroazaphosphinine",cyclic
P=1NCC=CC1,"1,6-dihydroazaphosphinine",cyclic
n1c2ncnc2nc1,"1,6-dihydroimidazo[4,5-d]imidazole",cyclic
n1ncc2c1nnc2,"1,6-dihydropyrazolo[3,4-c]pyrazole",cyclic
n1c2nccc2cc1,"1,6-dihydropyrrolo[2,3-b]pyrrole",cyclic
n1ncc2c1ncc2,"1,6-dihydropyrrolo[2,3-c]pyrazole",cyclic
P1CCCCPCCCC1,"1,6-diphosphecane",cyclic
n12nc1cccc2,"1,7-diazabicyclo[4.1.0]hepta-2,4,6-triene",cyclic
N12NC1CCCC2,"1,7-diazabicyclo[4.1.0]heptane",cyclic
N12C(NC1)CCCC2,"1,7-diazabicyclo[4.2.0]octane",cyclic
N12N(C1)CCCCC2,"1,7-diazabicyclo[5.1.0]octane",cyclic
N12N(CC1)CCCCC2,"1,7-diazabicyclo[5.2.0]nonane",cyclic
N12NC1CCCCC2,"1,8-diazabicyclo[5.1.0]octane",cyclic
N12C(NC1)CCCCC2,"1,8-diazabicyclo[5.2.0]nonane",cyclic
c1c2c(ncc1)nccc2,"1,8-naphthydrine",cyclic
P1CNCCCCCCCC1,1-aza-3-phosphacycloundecane,cyclic
C21CC3CC(C1)CN(C2)C3,1-azaadamantane,cyclic
N12C(C1)CCC2,1-azabicyclo[3.1.0]hexane,cyclic
n12c(cc1)ccc2,"1-azabicyclo[3.2.0]hepta-2,4,6-triene",cyclic
N12C(CC1)CCC2,1-azabicyclo[3.2.0]heptane,cyclic
n12c(c1)cccc2,"1-azabicyclo[4.1.0]hepta-2,4,6-triene",cyclic
N12C(C1)CCCC2,1-azabicyclo[4.1.0]heptane,cyclic
N12C(CC1)CCCC2,1-azabicyclo[4.2.0]octane,cyclic
N12C(C1)CCCCC2,1-azabicyclo[5.1.0]octane,cyclic
N12C(CC1)CCCCC2,1-azabicyclo[5.2.0]nonane,cyclic
P1PCCCCCCCCO1,"1-oxa-2,3-diphosphacycloundecane",cyclic
S1PPCCCCCCCC1,"1-thia-2,3-diphosphacycloundecane",cyclic
P=1P=CPC1,"1H-1,2,4-triphosphole",cyclic
P=1PC=PC1,"1H-1,2,4-triphosphole",cyclic
P1=NPC=C1,"1H-1,2,5-azadiphosphole",cyclic
P=1NP=CC1,"1H-1,2,5-azadiphosphole",cyclic
P=1NPC=C1,"1H-1,2,5-azadiphosphole",cyclic
P1=CPC=C1,"1H-1,3-diphosphole",cyclic
P=1PC1,1H-diphosphirene,cyclic
P1PC=C=C1,1H-diphosphole,cyclic
P=1PC=CC1,1H-diphosphole,cyclic
c1cccc2c1NC=C2,1H-indole,cyclic
C1c2c(C=CO1)cccc2,1H-isochromene,cyclic
P1C=C1,1H-phosphirene,cyclic
P1C=CC=C1,1H-phosphole,cyclic
P1=PP1,1H-triphosphirene,cyclic
o1nc2c(n1)cccc2,"2,1,3-benzoxadiazole",cyclic
S1NCC2C1CCCC2,"2,3,3a,4,5,6,7,7a-octahydro-1,2-benzothiazole",cyclic
O1NCC2C1CCCC2,"2,3,3a,4,5,6,7,7a-octahydro-1,2-benzoxazole",cyclic
S1C2C(NC1)CCCC2,"2,3,3a,4,5,6,7,7a-octahydro-1,3-benzothiazole",cyclic
O1C2C(NC1)CCCC2,"2,3,3a,4,5,6,7,7a-octahydro-1,3-benzoxazole",cyclic
O1C2C(CC1)CCCC2,"2,3,3a,4,5,6,7,7a-octahydro-1-benzofuran",cyclic
S1C2C(CC1)CCCC2,"2,3,3a,4,5,6,7,7a-octahydro-1-benzothiophene",cyclic
N1C2C(NC1)CCCC2,"2,3,3a,4,5,6,7,7a-octahydro-1H-benzimidazole",cyclic
N1NC2C(N1)CCCC2,"2,3,3a,4,5,6,7,7a-octahydro-1H-benzotriazole",cyclic
N1C2NCCNC2NC1,"2,3,3a,4,5,6,7,7a-octahydro-1H-imidazo[4,5-b]pyrazine",cyclic
N1C2NCCCC2NC1,"2,3,3a,4,5,6,7,7a-octahydro-1H-imidazo[4,5-b]pyridine",cyclic
N1C2C(NC1)CCNC2,"2,3,3a,4,5,6,7,7a-octahydro-1H-imidazo[4,5-c]pyridine",cyclic
N1NCC2C1CCCC2,"2,3,3a,4,5,6,7,7a-octahydro-1H-indazole",cyclic
C12C(CCC1)CCCC2,"2,3,3a,4,5,6,7,7a-octahydro-1H-indene",cyclic
N1C2C(CC1)CCCC2,"2,3,3a,4,5,6,7,7a-octahydro-1H-indole",cyclic
N1CC2C(C1)CCCC2,"2,3,3a,4,5,6,7,7a-octahydro-1H-isoindole",cyclic
N1NCC2NCCNC12,"2,3,3a,4,5,6,7,7a-octahydro-1H-pyrazolo[3,4-b]pyrazine",cyclic
N1NCC2C1CNCC2,"2,3,3a,4,5,6,7,7a-octahydro-1H-pyrazolo[3,4-c]pyridine",cyclic
N1NCC2NCCCC12,"2,3,3a,4,5,6,7,7a-octahydro-1H-pyrazolo[4,3-b]pyridine",cyclic
N1NCC2C1CCNC2,"2,3,3a,4,5,6,7,7a-octahydro-1H-pyrazolo[4,3-c]pyridine",cyclic
N1NCC2NCNCC12,"2,3,3a,4,5,6,7,7a-octahydro-1H-pyrazolo[4,3-d]pyrimidine",cyclic
N1C2NCCCC2CC1,"2,3,3a,4,5,6,7,7a-octahydro-1H-pyrrolo[2,3-b]pyridine",cyclic
N1C2C(CC1)CCNC2,"2,3,3a,4,5,6,7,7a-octahydro-1H-pyrrolo[2,3-c]pyridine",cyclic
N1C2C(NCCC2)CC1,"2,3,3a,4,5,6,7,7a-octahydro-1H-pyrrolo[3,2-b]pyridine",cyclic
N1C2C(CNCC2)CC1,"2,3,3a,4,5,6,7,7a-octahydro-1H-pyrrolo[3,2-c]pyridine",cyclic
N1CC2C(C1)CCNC2,"2,3,3a,4,5,6,7,7a-octahydro-1H-pyrrolo[3,4-c]pyridine",cyclic
N1NC2NCCCC2N1,"2,3,3a,4,5,6,7,7a-octahydro-1H-triazolo[4,5-b]pyridine",cyclic
N1NC2C(N1)CCNC2,"2,3,3a,4,5,6,7,7a-octahydro-1H-triazolo[4,5-c]pyridine",cyclic
O1C2C(NC1)CNCC2,"2,3,3a,4,5,6,7,7a-octahydro-[1,3]oxazolo[4,5-c]pyridine",cyclic
S1C2C(NC1)CNCC2,"2,3,3a,4,5,6,7,7a-octahydro-[1,3]thiazolo[4,5-c]pyridine",cyclic
O1NNC2C1CCCC2,"2,3,3a,4,5,6,7,7a-octahydrobenzo[d]oxadiazole",cyclic
S1NNC2C1CCCC2,"2,3,3a,4,5,6,7,7a-octahydrobenzo[d]thiadiazole",cyclic
O1C2NCCCC2CC1,"2,3,3a,4,5,6,7,7a-octahydrofuro[2,3-b]pyridine",cyclic
O1C2C(CC1)CCNC2,"2,3,3a,4,5,6,7,7a-octahydrofuro[2,3-c]pyridine",cyclic
O1C2C(NCCC2)CC1,"2,3,3a,4,5,6,7,7a-octahydrofuro[3,2-b]pyridine",cyclic
O1C2C(CNCC2)CC1,"2,3,3a,4,5,6,7,7a-octahydrofuro[3,2-c]pyridine",cyclic
S1C2NCCCC2CC1,"2,3,3a,4,5,6,7,7a-octahydrothieno[2,3-b]pyridine",cyclic
S1C2C(CC1)CCNC2,"2,3,3a,4,5,6,7,7a-octahydrothieno[2,3-c]pyridine",cyclic
S1C2C(NCCC2)CC1,"2,3,3a,4,5,6,7,7a-octahydrothieno[3,2-b]pyridine",cyclic
S1C2C(CNCC2)CC1,"2,3,3a,4,5,6,7,7a-octahydrothieno[3,2-c]pyridine",cyclic
N12NCCC1CCNCC2,"2,3,3a,4,5,6,7,8-octahydro-1H-pyrazolo[1,5-d][1,4]diazepine",cyclic
N12NNCC1CCNCC2,"2,3,3a,4,5,6,7,8-octahydro-1H-triazolo[1,5-d][1,4]diazepine",cyclic
O1N2C(CC1)CCCCC2,"2,3,3a,4,5,6,7,8-octahydro-[1,2]oxazolo[2,3-a]azepine",cyclic
O1CC2NCCC2CCC1,"2,3,3a,4,5,6,8,8a-octahydro-1H-oxepino[3,4-b]pyrrole",cyclic
S1CC2NCCC2CCC1,"2,3,3a,4,5,6,8,8a-octahydro-1H-thiepino[3,4-b]pyrrole",cyclic
N12NCCC1CNC2,"2,3,3a,4,5,6-hexahydro-1H-imidazo[1,5-b]pyrazole",cyclic
N12NCCC2CCN1,"2,3,3a,4,5,6-hexahydro-1H-pyrazolo[1,5-b]pyrazole",cyclic
N12NCCC1CCC2,"2,3,3a,4,5,6-hexahydro-1H-pyrrolo[1,2-b]pyrazole",cyclic
N12NNCC1CCC2,"2,3,3a,4,5,6-hexahydro-1H-pyrrolo[1,2-c]triazole",cyclic
O1N2C(CNC2)CC1,"2,3,3a,4,5,6-hexahydroimidazo[1,5-b][1,2]oxazole",cyclic
O1N2C(CC1)CCC2,"2,3,3a,4,5,6-hexahydropyrrolo[1,2-b][1,2]oxazole",cyclic
S1N2C(CC1)CCC2,"2,3,3a,4,5,6-hexahydropyrrolo[1,2-b][1,2]thiazole",cyclic
O1CCC2NCCC2CC1,"2,3,3a,4,5,7,8,8a-octahydro-1H-oxepino[4,5-b]pyrrole",cyclic
O1CCC2C(CNC2)CC1,"2,3,3a,4,5,7,8,8a-octahydro-1H-oxepino[4,5-c]pyrrole",cyclic
S1CCC2NCCC2CC1,"2,3,3a,4,5,7,8,8a-octahydro-1H-thiepino[4,5-b]pyrrole",cyclic
S1CCC2C(CNC2)CC1,"2,3,3a,4,5,7,8,8a-octahydro-1H-thiepino[4,5-c]pyrrole",cyclic
O1CC2NCCC2C1,"2,3,3a,4,6,6a-hexahydro-1H-furo[3,4-b]pyrrole",cyclic
O1CC2NCNC2C1,"2,3,3a,4,6,6a-hexahydro-1H-furo[3,4-d]imidazole",cyclic
S1CC2NCCC2C1,"2,3,3a,4,6,6a-hexahydro-1H-thieno[3,4-b]pyrrole",cyclic
S1CC2NCNC2C1,"2,3,3a,4,6,6a-hexahydro-1H-thieno[3,4-d]imidazole",cyclic
O1CC2C(CNC2)CCC1,"2,3,3a,4,6,7,8,8a-octahydro-1H-oxepino[3,4-c]pyrrole",cyclic
O1CC2C(NCC2)CCC1,"2,3,3a,4,6,7,8,8a-octahydro-1H-oxepino[4,3-b]pyrrole",cyclic
S1CC2C(CNC2)CCC1,"2,3,3a,4,6,7,8,8a-octahydro-1H-thiepino[3,4-c]pyrrole",cyclic
S1CC2C(NCC2)CCC1,"2,3,3a,4,6,7,8,8a-octahydro-1H-thiepino[4,3-b]pyrrole",cyclic
O1CC2N(NCC2)CC1,"2,3,3a,4,6,7-hexahydro-1H-pyrazolo[5,1-c][1,4]oxazine",cyclic
O1C2NCNC2CC1,"2,3,3a,5,6,6a-hexahydro-1H-furo[2,3-d]imidazole",cyclic
S1C2NCNC2CC1,"2,3,3a,5,6,6a-hexahydro-1H-thieno[2,3-d]imidazole",cyclic
S1C2C(NNC2)CC1,"2,3,3a,5,6,6a-hexahydro-1H-thieno[3,2-c]pyrazole",cyclic
O1C2C(NCC2)CCCC1,"2,3,3a,5,6,7,8,8a-octahydro-1H-oxepino[3,2-b]pyrrole",cyclic
S1C2C(NCC2)CCCC1,"2,3,3a,5,6,7,8,8a-octahydro-1H-thiepino[3,2-b]pyrrole",cyclic
N1C2C(NCC1)CCC2,"2,3,4,4a,5,6,7,7a-octahydro-1H-cyclopenta[b]pyrazine",cyclic
N1C2C(CCC1)CCC2,"2,3,4,4a,5,6,7,7a-octahydro-1H-cyclopenta[b]pyridine",cyclic
